Date,Time,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Activity
04-09-2024,19:39:54,$,$,400,0,56,77,81,34.6,18.2,51.02,No Cooking
04-09-2024,19:40:00,$,$,400,0,56,77,82,34.6,18.2,53.2,No Cooking
04-09-2024,19:40:05,$,$,400,0,58,79,83,34.6,18.2,54.14,No Cooking
04-09-2024,19:40:11,$,$,400,0,58,79,84,34.6,18.2,52.42,No Cooking
04-09-2024,19:40:17,$,$,400,0,57,78,82,34.6,18.2,56.38,No Cooking
04-09-2024,19:40:22,$,$,400,0,57,77,82,34.6,18.2,54.27,No Cooking
04-09-2024,19:40:28,$,$,400,0,57,77,82,34.6,18.2,55.52,No Cooking
04-09-2024,19:40:33,$,$,400,0,58,78,83,34.6,18.2,53.45,No Cooking
04-09-2024,19:40:39,$,$,400,0,58,78,83,34.6,18.2,52.3,No Cooking
04-09-2024,19:40:44,$,$,400,0,58,77,83,34.5,18.2,56.64,No Cooking
04-09-2024,19:40:50,$,$,400,0,58,77,83,34.6,18.2,53.41,No Cooking
04-09-2024,19:40:56,$,$,400,0,59,78,83,34.6,18.2,55.18,No Cooking
04-09-2024,19:41:01,$,$,400,0,60,80,85,34.6,18.2,54.64,No Cooking
04-09-2024,19:41:07,$,$,400,0,61,80,86,34.5,18.2,54.2,No Cooking
04-09-2024,19:41:12,$,$,400,0,60,80,86,34.6,18.2,51.79,No Cooking
04-09-2024,19:41:18,$,$,400,0,61,81,87,34.6,18.2,51.22,No Cooking
04-09-2024,19:41:23,$,$,400,0,60,80,87,34.6,18.2,50.56,No Cooking
04-09-2024,19:41:29,$,$,400,0,60,79,86,34.6,18.2,53.57,No Cooking
04-09-2024,19:41:35,$,$,400,0,61,80,87,34.6,18.2,51.48,No Cooking
04-09-2024,19:41:40,$,$,400,0,61,80,87,34.6,18.2,51.53,No Cooking
04-09-2024,19:41:46,$,$,400,0,61,80,87,34.6,18.2,56.38,No Cooking
04-09-2024,19:41:51,$,$,400,0,61,80,86,34.6,18.3,51.08,No Cooking
04-09-2024,19:41:57,$,$,400,0,60,79,85,34.6,18.2,51.75,No Cooking
04-09-2024,19:42:02,$,$,400,0,60,80,84,34.6,18.2,50.47,No Cooking
04-09-2024,19:42:08,$,$,400,0,61,81,85,34.6,18.3,52.33,No Cooking
04-09-2024,19:42:14,$,$,400,0,60,80,84,34.6,18.2,56.79,No Cooking
04-09-2024,19:42:19,$,$,400,0,61,81,84,34.6,18.2,50.02,No Cooking
04-09-2024,19:42:25,$,$,400,0,60,79,83,34.6,18.2,55.78,No Cooking
04-09-2024,19:42:30,$,$,400,0,60,80,84,34.6,18.3,54.5,No Cooking
04-09-2024,19:42:36,$,$,400,0,60,80,84,34.7,18.3,50.12,No Cooking
04-09-2024,19:42:42,$,$,400,0,60,79,84,34.6,18.3,52.56,No Cooking
04-09-2024,19:42:47,$,$,400,0,59,78,82,34.6,18.3,56.75,No Cooking
04-09-2024,19:42:53,$,$,400,0,58,78,82,34.6,18.3,50.86,No Cooking
04-09-2024,19:42:58,$,$,400,0,59,79,82,34.6,18.3,50.35,No Cooking
04-09-2024,19:43:04,$,$,400,0,58,78,81,34.6,18.2,54.35,No Cooking
04-09-2024,19:43:09,$,$,400,0,59,79,82,34.6,18.3,53.86,No Cooking
04-09-2024,19:43:15,$,$,400,0,58,78,82,34.6,18.3,50.68,No Cooking
04-09-2024,19:43:21,$,$,400,0,58,78,82,34.7,18.3,51.49,No Cooking
04-09-2024,19:43:26,$,$,400,0,59,80,84,34.7,18.3,52.53,No Cooking
04-09-2024,19:43:32,$,$,400,0,58,79,83,34.7,18.3,53.91,No Cooking
04-09-2024,19:43:37,$,$,400,0,58,79,84,34.7,18.3,52.16,No Cooking
04-09-2024,19:43:43,$,$,400,0,58,80,84,34.7,18.3,54.47,No Cooking
04-09-2024,19:43:48,$,$,400,0,59,81,85,34.6,18.3,51.03,No Cooking
04-09-2024,19:43:54,$,$,400,0,58,81,85,34.7,18.3,50.83,No Cooking
04-09-2024,19:44:00,$,$,400,0,57,80,85,34.7,18.3,50.43,No Cooking
04-09-2024,19:44:05,$,$,400,0,57,80,85,34.7,18.3,52.52,No Cooking
04-09-2024,19:44:11,$,$,400,0,56,80,85,34.7,18.3,55.13,No Cooking
04-09-2024,19:44:16,$,$,400,0,57,81,86,34.6,18.3,52.55,No Cooking
04-09-2024,19:44:22,$,$,400,0,56,80,86,34.7,18.3,53.23,No Cooking
04-09-2024,19:44:28,$,$,400,0,56,79,85,34.7,18.3,55.5,No Cooking
04-09-2024,19:44:33,$,$,400,0,56,79,85,34.7,18.3,53.5,No Cooking
04-09-2024,19:44:39,$,$,400,0,57,80,86,34.7,18.3,54.62,No Cooking
04-09-2024,19:44:44,$,$,400,0,56,79,85,34.7,18.3,52.59,No Cooking
04-09-2024,19:44:50,$,$,400,0,56,79,84,34.7,18.3,53.19,No Cooking
04-09-2024,19:44:55,$,$,400,0,56,79,84,34.7,18.3,53.44,No Cooking
04-09-2024,19:45:01,$,$,400,0,57,78,84,34.7,18.3,52.9,No Cooking
04-09-2024,19:45:07,$,$,400,0,57,78,83,34.7,18.3,52.5,No Cooking
04-09-2024,19:45:12,$,$,400,0,57,78,83,34.7,18.3,52.33,No Cooking
04-09-2024,19:45:18,$,$,400,0,57,78,84,34.7,18.3,55.03,No Cooking
04-09-2024,19:45:23,$,$,400,0,57,78,84,34.7,18.3,53.96,No Cooking
04-09-2024,19:45:29,$,$,400,0,58,78,84,34.7,18.3,56.98,No Cooking
04-09-2024,19:45:34,$,$,400,0,58,78,84,34.7,18.3,51.09,No Cooking
04-09-2024,19:45:40,$,$,400,0,59,79,85,34.7,18.3,54.56,No Cooking
04-09-2024,19:45:46,$,$,400,0,58,78,84,34.7,18.4,55.92,No Cooking
04-09-2024,19:45:51,$,$,400,0,59,79,84,34.7,18.3,50.94,No Cooking
04-09-2024,19:45:57,$,$,400,0,57,77,83,34.7,18.3,53.97,No Cooking
04-09-2024,19:46:02,$,$,400,0,57,77,82,34.7,18.4,54.77,No Cooking
04-09-2024,19:46:08,$,$,400,0,57,77,82,34.7,18.3,55.63,No Cooking
04-09-2024,19:46:13,$,$,400,0,58,76,81,34.7,18.3,52.14,No Cooking
04-09-2024,19:46:19,$,$,400,0,58,76,80,34.7,18.3,50.66,No Cooking
04-09-2024,19:46:25,$,$,400,0,57,75,80,34.7,18.3,52.36,No Cooking
04-09-2024,19:46:30,$,$,400,0,57,75,80,34.7,18.3,54.25,No Cooking
04-09-2024,19:46:36,$,$,400,0,57,75,80,34.7,18.4,53.71,No Cooking
04-09-2024,19:46:41,$,$,400,0,56,75,80,34.7,18.4,52.99,No Cooking
04-09-2024,19:46:47,$,$,400,0,56,75,80,34.7,18.3,51.97,No Cooking
04-09-2024,19:46:53,$,$,400,0,56,75,80,34.7,18.3,53.64,No Cooking
04-09-2024,19:46:58,$,$,400,0,56,75,81,34.7,18.3,51.94,No Cooking
04-09-2024,19:47:04,$,$,400,0,56,75,81,34.7,18.3,51.42,No Cooking
04-09-2024,19:47:09,$,$,400,0,56,75,82,34.7,18.3,54.38,No Cooking
04-09-2024,19:47:15,$,$,400,0,57,75,83,34.7,18.3,55.15,No Cooking
04-09-2024,19:47:20,$,$,400,0,57,75,83,34.7,18.3,51.81,No Cooking
04-09-2024,19:47:26,$,$,400,0,57,75,83,34.7,18.3,50.69,No Cooking
04-09-2024,19:47:32,$,$,400,0,57,74,82,34.7,18.3,54.54,No Cooking
04-09-2024,19:47:37,$,$,400,0,57,74,80,34.7,18.3,55.82,No Cooking
04-09-2024,19:47:43,$,$,400,0,57,74,81,34.7,18.3,54.86,No Cooking
04-09-2024,19:47:48,$,$,400,0,57,73,80,34.7,18.3,50.21,No Cooking
04-09-2024,19:47:54,$,$,400,0,57,73,79,34.7,18.3,53.56,No Cooking
04-09-2024,19:47:59,$,$,400,0,56,73,78,34.7,18.3,52.02,No Cooking
04-09-2024,19:48:05,$,$,400,0,56,73,78,34.7,18.3,54.44,No Cooking
04-09-2024,19:48:11,$,$,400,0,55,73,77,34.7,18.3,54.86,No Cooking
04-09-2024,19:48:16,$,$,400,0,54,73,78,34.7,18.3,53.6,No Cooking
04-09-2024,19:48:22,$,$,400,0,54,73,78,34.7,18.3,51.06,No Cooking
04-09-2024,19:48:27,$,$,400,0,55,75,79,34.7,18.3,56.57,No Cooking
04-09-2024,19:48:33,$,$,400,0,54,74,78,34.7,18.3,52.62,No Cooking
04-09-2024,19:48:39,$,$,400,0,55,76,80,34.7,18.3,50.02,No Cooking
04-09-2024,19:48:44,$,$,400,0,55,76,80,34.7,18.3,53.92,No Cooking
04-09-2024,19:48:50,$,$,400,0,54,76,79,34.7,18.3,51.08,No Cooking
04-09-2024,19:48:55,$,$,400,0,54,77,80,34.7,18.3,56.83,No Cooking
04-09-2024,19:49:01,$,$,400,0,53,76,79,34.7,18.3,54.08,No Cooking
04-09-2024,19:49:06,$,$,400,0,54,77,80,34.7,18.3,51.94,No Cooking
04-09-2024,19:49:12,$,$,400,0,54,77,81,34.7,18.3,52.9,No Cooking
04-09-2024,19:49:18,$,$,400,0,53,75,80,34.7,18.3,56.93,No Cooking
04-09-2024,19:49:23,$,$,400,0,53,75,80,34.7,18.3,55.05,No Cooking
04-09-2024,19:49:29,$,$,400,0,54,76,81,34.7,18.3,50.68,No Cooking
04-09-2024,19:49:34,$,$,400,0,54,76,81,34.7,18.3,55.26,No Cooking
04-09-2024,19:49:40,$,$,400,0,53,75,80,34.6,18.3,56.25,No Cooking
04-09-2024,19:49:45,$,$,400,0,54,75,81,34.7,18.3,52.24,No Cooking
04-09-2024,19:49:51,$,$,400,0,53,75,80,34.6,18.3,55.97,No Cooking
04-09-2024,19:49:57,$,$,400,0,52,73,78,34.6,18.3,55.73,No Cooking
04-09-2024,19:50:02,$,$,400,0,53,74,79,34.6,18.3,50.47,No Cooking
04-09-2024,19:50:08,$,$,400,0,52,73,77,34.6,18.3,50.82,No Cooking
04-09-2024,19:50:13,$,$,400,0,52,73,77,34.7,18.3,55.08,No Cooking
04-09-2024,19:50:19,$,$,400,0,54,74,78,34.7,18.3,53.22,No Cooking
04-09-2024,19:50:25,$,$,400,0,54,74,78,34.7,18.3,53.59,No Cooking
04-09-2024,19:50:30,$,$,400,0,54,75,78,34.7,18.3,52.22,No Cooking
04-09-2024,19:50:36,$,$,400,0,54,74,78,34.7,18.3,56.3,No Cooking
04-09-2024,19:50:41,$,$,400,0,55,75,79,34.7,18.3,52.95,No Cooking
04-09-2024,19:50:47,$,$,400,0,55,75,80,34.7,18.3,56.77,No Cooking
04-09-2024,19:50:52,$,$,400,0,55,75,80,34.7,18.3,53.18,No Cooking
04-09-2024,19:50:58,$,$,400,0,55,75,80,34.6,18.3,53.69,No Cooking
04-09-2024,19:51:04,$,$,400,0,55,75,80,34.7,18.3,52.54,No Cooking
04-09-2024,19:51:09,$,$,400,0,55,75,81,34.7,18.3,51.48,No Cooking
04-09-2024,19:51:15,$,$,400,0,54,75,80,34.6,18.3,55.59,No Cooking
04-09-2024,19:51:20,$,$,400,0,55,76,81,34.6,18.3,52.42,No Cooking
04-09-2024,19:51:26,$,$,400,0,55,76,81,34.7,18.3,51.88,No Cooking
04-09-2024,19:51:31,$,$,400,0,55,75,81,34.6,18.3,54.18,No Cooking
04-09-2024,19:51:37,$,$,400,0,54,75,81,34.6,18.3,50.21,No Cooking
04-09-2024,19:51:43,$,$,400,0,54,75,82,34.7,18.2,54.71,No Cooking
04-09-2024,19:51:48,$,$,400,0,54,75,82,34.6,18.2,54.86,No Cooking
04-09-2024,19:51:54,$,$,400,0,53,74,82,34.6,18.2,51.21,No Cooking
04-09-2024,19:51:59,$,$,400,0,52,74,81,34.6,18.2,50.56,No Cooking
04-09-2024,19:52:05,$,$,400,0,52,74,81,34.6,18.2,50.18,No Cooking
04-09-2024,19:52:10,$,$,400,0,51,73,80,34.6,18.3,50.56,No Cooking
04-09-2024,19:52:16,$,$,400,0,51,72,79,34.6,18.2,50.61,No Cooking
04-09-2024,19:52:22,$,$,400,0,52,73,80,34.6,18.2,53.91,No Cooking
04-09-2024,19:52:27,$,$,400,0,51,72,79,34.6,18.2,54.41,No Cooking
04-09-2024,19:52:33,$,$,400,0,53,73,80,34.6,18.2,53.65,No Cooking
04-09-2024,19:52:38,$,$,400,0,52,72,78,34.6,18.2,56.36,No Cooking
04-09-2024,19:52:44,$,$,400,0,53,73,79,34.6,18.2,54.5,No Cooking
04-09-2024,19:52:50,$,$,401,0,52,71,77,34.6,18.2,53.99,No Cooking
04-09-2024,19:52:55,$,$,401,0,52,71,76,34.6,18.2,55.24,No Cooking
04-09-2024,19:53:01,$,$,401,0,52,71,75,34.6,18.2,50.04,No Cooking
04-09-2024,19:53:06,$,$,401,0,52,70,75,34.6,18.2,51.37,No Cooking
04-09-2024,19:53:12,$,$,401,0,52,71,75,34.5,18.2,51.96,No Cooking
04-09-2024,19:53:17,$,$,401,0,51,70,74,34.6,18.2,53.23,No Cooking
04-09-2024,19:53:23,$,$,401,0,51,70,73,34.6,18.2,56.48,No Cooking
04-09-2024,19:53:29,$,$,402,0,52,70,73,34.5,18.2,56.38,No Cooking
04-09-2024,19:53:34,$,$,402,0,52,70,73,34.5,18.2,53.98,No Cooking
04-09-2024,19:53:40,$,$,401,0,52,71,74,34.5,18.2,50.32,No Cooking
04-09-2024,19:53:45,$,$,401,0,53,71,75,34.6,18.2,50.17,No Cooking
04-09-2024,19:53:51,$,$,401,0,53,72,76,34.6,18.2,54.41,No Cooking
04-09-2024,19:53:57,$,$,401,0,53,72,76,34.6,18.2,56.64,No Cooking
04-09-2024,19:54:02,$,$,401,0,53,72,77,34.5,18.2,54.73,No Cooking
04-09-2024,19:54:08,$,$,400,0,53,73,77,34.6,18.2,56.78,No Cooking
04-09-2024,19:54:13,$,$,400,0,52,73,78,34.5,18.2,50.72,No Cooking
04-09-2024,19:54:19,$,$,401,0,52,73,78,34.5,18.2,56.2,No Cooking
04-09-2024,19:54:24,$,$,401,0,52,73,78,34.5,18.2,54.71,No Cooking
04-09-2024,19:54:30,$,$,401,0,52,73,78,34.5,18.2,55.58,No Cooking
04-09-2024,19:54:36,$,$,401,0,52,73,78,34.5,18.2,50.27,No Cooking
04-09-2024,19:54:41,$,$,402,0,52,74,78,34.5,18.2,53.31,No Cooking
04-09-2024,19:54:47,$,$,401,0,52,74,78,34.5,18.2,55.38,No Cooking
04-09-2024,19:54:52,$,$,401,0,51,74,78,34.6,18.2,56.55,No Cooking
04-09-2024,19:54:58,$,$,401,0,52,75,79,34.5,18.2,56.59,No Cooking
04-09-2024,19:55:03,$,$,401,0,52,75,79,34.6,18.2,54.23,No Cooking
04-09-2024,19:55:09,$,$,401,0,52,75,79,34.6,18.2,55.13,No Cooking
04-09-2024,19:55:15,$,$,400,0,53,75,80,34.6,18.2,52.38,No Cooking
04-09-2024,19:55:20,$,$,400,0,53,75,80,34.6,18.2,56.22,No Cooking
04-09-2024,19:55:26,$,$,400,0,54,75,80,34.6,18.2,52.62,No Cooking
04-09-2024,19:55:31,$,$,401,0,54,75,80,34.6,18.2,55.4,No Cooking
04-09-2024,19:55:37,$,$,401,0,53,74,80,34.6,18.2,56.64,No Cooking
04-09-2024,19:55:43,$,$,400,0,54,75,81,34.6,18.2,54.88,No Cooking
04-09-2024,19:55:48,$,$,400,0,54,75,81,34.6,18.2,52.96,No Cooking
04-09-2024,19:55:54,$,$,400,0,53,74,80,34.6,18.2,51.42,No Cooking
04-09-2024,19:55:59,$,$,400,0,53,74,80,34.6,18.2,56.93,No Cooking
04-09-2024,19:56:05,$,$,$,0,54,75,81,34.6,18.2,56.64,No Cooking
04-09-2024,19:56:10,$,$,$,0,53,74,81,34.6,18.2,50.77,No Cooking
04-09-2024,19:56:16,$,$,$,0,53,75,81,34.6,18.2,51.69,No Cooking
04-09-2024,19:56:22,$,$,$,0,54,76,82,34.6,18.2,50.74,No Cooking
04-09-2024,19:56:27,$,$,$,0,54,76,82,34.6,18.2,55.48,No Cooking
04-09-2024,19:56:33,$,$,400,0,53,76,82,34.6,18.2,51.17,No Cooking
04-09-2024,19:56:38,$,$,400,0,54,77,82,34.6,18.2,56.39,No Cooking
04-09-2024,19:56:44,$,$,400,0,53,76,81,34.5,18.2,54.56,No Cooking
04-09-2024,19:56:49,$,$,400,0,54,78,82,34.6,18.2,52.39,No Cooking
04-09-2024,19:56:55,$,$,400,0,54,78,81,34.6,18.2,53.28,No Cooking
04-09-2024,19:57:01,$,$,401,0,54,76,80,34.6,18.2,56.77,No Cooking
04-09-2024,19:57:06,$,$,401,0,55,77,81,34.6,18.2,53.3,No Cooking
04-09-2024,19:57:12,$,$,402,0,55,76,81,34.5,18.2,52,No Cooking
04-09-2024,19:57:17,$,$,403,0,55,76,81,34.5,18.2,50.65,No Cooking
04-09-2024,19:57:23,$,$,404,0,54,76,80,34.5,18.2,52.78,No Cooking
04-09-2024,19:57:29,$,$,405,0,55,77,82,34.5,18.2,53.34,No Cooking
04-09-2024,19:57:34,$,$,405,0,54,76,81,34.5,18.2,52.33,No Cooking
04-09-2024,19:57:40,$,$,406,0,54,77,82,34.5,18.2,53.75,No Cooking
04-09-2024,19:57:45,$,$,406,0,55,78,83,34.5,18.2,50.49,No Cooking
04-09-2024,19:57:51,$,$,406,0,55,78,83,34.5,18.2,52.34,No Cooking
04-09-2024,19:57:56,$,$,407,0,56,78,83,34.5,18.2,56.75,No Cooking
04-09-2024,19:58:02,$,$,407,0,57,79,84,34.5,18.2,53.55,No Cooking
04-09-2024,19:58:08,$,$,407,0,56,79,83,34.5,18.2,55.9,No Cooking
04-09-2024,19:58:13,$,$,408,0,56,79,83,34.5,18.2,56.79,No Cooking
04-09-2024,19:58:19,$,$,408,0,57,80,84,34.5,18.2,53.4,No Cooking
04-09-2024,19:58:24,$,$,407,0,56,78,83,34.5,18.2,50.18,No Cooking
04-09-2024,19:58:30,$,$,407,0,57,78,82,34.5,18.2,53.81,No Cooking
04-09-2024,19:58:35,$,$,407,0,58,79,83,34.5,18.2,55.37,No Cooking
04-09-2024,19:58:41,$,$,406,0,57,78,81,34.5,18.2,56.76,No Cooking
04-09-2024,19:58:47,$,$,405,0,57,79,81,34.5,18.2,51.62,No Cooking
04-09-2024,19:58:52,$,$,405,0,58,79,82,34.5,18.2,50.39,No Cooking
04-09-2024,19:58:58,$,$,405,0,58,80,83,34.5,18.2,53.6,No Cooking
04-09-2024,19:59:03,$,$,405,0,58,80,84,34.5,18.2,51.26,No Cooking
04-09-2024,19:59:09,$,$,405,0,58,80,84,34.5,18.2,52.36,No Cooking
04-09-2024,19:59:15,$,$,404,0,58,80,85,34.5,18.2,53.75,No Cooking
04-09-2024,19:59:20,$,$,404,0,58,80,84,34.5,18.2,56.28,No Cooking
04-09-2024,19:59:26,$,$,404,0,57,80,84,34.5,18.2,53.16,No Cooking
04-09-2024,19:59:31,$,$,404,0,58,81,85,34.5,18.2,54.84,No Cooking
04-09-2024,19:59:37,$,$,404,0,58,81,85,34.5,18.2,52.49,No Cooking
04-09-2024,19:59:42,$,$,403,0,57,80,84,34.5,18.2,53.65,No Cooking
04-09-2024,19:59:48,$,$,404,0,57,79,84,34.5,18.2,53.77,No Cooking
04-09-2024,19:59:54,$,$,404,0,57,80,85,34.5,18.2,55.28,No Cooking
04-09-2024,19:59:59,$,$,404,0,56,80,85,34.5,18.2,54.66,No Cooking
04-09-2024,20:00:05,$,$,404,0,56,80,85,34.5,18.2,51.53,No Cooking
04-09-2024,20:00:10,$,$,404,0,56,79,84,34.4,18.2,52.99,No Cooking
04-09-2024,20:00:16,$,$,404,0,56,79,83,34.4,18.2,55.2,No Cooking
04-09-2024,20:00:22,$,$,404,0,55,78,82,34.4,18.2,55.94,No Cooking
04-09-2024,20:00:27,$,$,404,0,55,78,81,34.5,18.2,51.14,No Cooking
04-09-2024,20:00:33,$,$,404,0,55,77,81,34.4,18.2,54.12,No Cooking
04-09-2024,20:00:38,$,$,404,0,55,76,80,34.5,18.2,55,No Cooking
04-09-2024,20:00:44,$,$,404,0,55,76,80,34.5,18.2,54.89,No Cooking
04-09-2024,20:00:49,$,$,404,0,54,75,79,34.5,18.2,51.14,No Cooking
04-09-2024,20:00:55,$,$,404,0,54,74,78,34.5,18.2,54.26,No Cooking
04-09-2024,20:01:01,$,$,404,0,54,74,78,34.4,18.2,52.18,No Cooking
04-09-2024,20:01:06,$,$,404,0,54,74,78,34.5,18.2,50.14,No Cooking
04-09-2024,20:01:12,$,$,403,0,54,74,78,34.5,18.2,52.31,No Cooking
04-09-2024,20:01:17,$,$,403,0,54,74,78,34.5,18.2,52.56,No Cooking
04-09-2024,20:01:23,$,$,403,0,54,74,78,34.5,18.2,56.31,No Cooking
04-09-2024,20:01:28,$,$,403,0,55,75,78,34.5,18.2,52.53,No Cooking
04-09-2024,20:01:34,$,$,403,0,55,75,78,34.5,18.2,51.13,No Cooking
04-09-2024,20:01:40,$,$,403,0,55,75,78,34.5,18.2,52.31,No Cooking
04-09-2024,20:01:45,$,$,402,0,55,76,79,34.5,18.2,51.26,No Cooking
04-09-2024,20:01:51,$,$,402,0,55,76,79,34.5,18.2,50.66,No Cooking
04-09-2024,20:01:56,$,$,403,0,55,76,79,34.5,18.2,52.26,No Cooking
04-09-2024,20:02:02,$,$,403,0,55,76,80,34.5,18.2,53.59,No Cooking
04-09-2024,20:02:08,$,$,403,0,55,76,80,34.5,18.2,54.34,No Cooking
04-09-2024,20:02:13,$,$,403,0,55,75,80,34.5,18.2,54.9,No Cooking
04-09-2024,20:02:19,$,$,403,0,55,75,80,34.5,18.2,53.21,No Cooking
04-09-2024,20:02:24,$,$,403,0,55,75,80,34.5,18.2,54.11,No Cooking
04-09-2024,20:02:30,$,$,403,0,55,75,79,34.5,18.2,56.58,No Cooking
04-09-2024,20:02:35,$,$,403,0,55,75,79,34.5,18.2,55.2,No Cooking
04-09-2024,20:02:41,$,$,403,0,55,75,78,34.5,18.2,55.66,No Cooking
04-09-2024,20:02:47,$,$,403,0,55,75,78,34.5,18.2,50.44,No Cooking
04-09-2024,20:02:52,$,$,402,0,55,75,78,34.5,18.2,56.23,No Cooking
04-09-2024,20:02:58,$,$,402,0,56,75,78,34.5,18.2,55.84,No Cooking
04-09-2024,20:03:03,$,$,403,0,56,75,78,34.5,18.2,50.9,No Cooking
04-09-2024,20:03:09,$,$,402,0,56,75,79,34.5,18.2,50.36,No Cooking
04-09-2024,20:03:15,$,$,402,0,56,75,80,34.5,18.2,52.06,No Cooking
04-09-2024,20:03:20,$,$,402,0,56,76,80,34.5,18.2,53.82,No Cooking
04-09-2024,20:03:26,$,$,401,0,55,76,81,34.6,18.2,56.74,No Cooking
04-09-2024,20:03:31,$,$,401,0,55,77,81,34.5,18.2,53.47,No Cooking
04-09-2024,20:03:37,$,$,401,0,55,77,81,34.5,18.2,56.41,No Cooking
04-09-2024,20:03:42,$,$,400,0,55,77,82,34.5,18.2,56.32,No Cooking
04-09-2024,20:03:48,$,$,400,0,54,76,81,34.6,18.2,50.02,No Cooking
04-09-2024,20:03:54,$,$,400,0,55,76,82,34.5,18.2,53.25,No Cooking
04-09-2024,20:03:59,$,$,400,0,54,75,80,34.5,18.2,52.36,No Cooking
04-09-2024,20:04:05,$,$,400,0,54,74,80,34.6,18.2,54.17,No Cooking
04-09-2024,20:04:10,$,$,400,0,53,73,80,34.6,18.2,55.1,No Cooking
04-09-2024,20:04:16,$,$,400,0,53,73,79,34.5,18.2,55.09,No Cooking
04-09-2024,20:04:21,$,$,400,0,53,73,79,34.6,18.2,50.97,No Cooking
04-09-2024,20:04:27,$,$,400,0,54,75,81,34.6,18.2,55.17,No Cooking
04-09-2024,20:04:33,$,$,400,0,53,74,80,34.5,18.2,53.41,No Cooking
04-09-2024,20:04:38,$,$,401,0,54,75,81,34.5,18.2,50.4,No Cooking
04-09-2024,20:04:44,$,$,401,0,53,75,80,34.6,18.2,53.33,No Cooking
04-09-2024,20:04:49,$,$,401,0,54,76,81,34.6,18.2,55.6,No Cooking
04-09-2024,20:04:55,$,$,401,0,54,76,81,34.6,18.2,50.54,No Cooking
04-09-2024,20:05:01,$,$,402,0,53,75,80,34.6,18.2,52.72,No Cooking
04-09-2024,20:05:06,$,$,402,0,54,75,80,34.5,18.2,54.92,No Cooking
04-09-2024,20:05:12,$,$,402,0,54,75,80,34.5,18.2,50.06,No Cooking
04-09-2024,20:05:17,$,$,402,0,54,75,80,34.5,18.2,51.9,No Cooking
04-09-2024,20:05:23,$,$,402,0,54,75,79,34.5,18.2,53.8,No Cooking
04-09-2024,20:05:28,$,$,403,0,54,75,79,34.6,18.2,52.64,No Cooking
04-09-2024,20:05:34,$,$,402,0,54,74,79,34.5,18.2,53.58,No Cooking
04-09-2024,20:05:40,$,$,402,0,55,75,80,34.6,18.2,55.61,No Cooking
04-09-2024,20:05:45,$,$,403,0,54,74,80,34.6,18.2,50.85,No Cooking
04-09-2024,20:05:51,$,$,403,0,54,74,80,34.6,18.2,53.89,No Cooking
04-09-2024,20:05:56,$,$,403,0,54,73,80,34.6,18.2,56.72,No Cooking
04-09-2024,20:06:02,$,$,403,0,54,73,80,34.6,18.2,56.34,No Cooking
04-09-2024,20:06:07,$,$,403,0,54,72,80,34.6,18.2,54.51,No Cooking
04-09-2024,20:06:13,$,$,403,0,54,72,79,34.6,18.2,56.12,No Cooking
04-09-2024,20:06:19,$,$,403,0,54,72,79,34.6,18.2,54.1,No Cooking
04-09-2024,20:06:24,$,$,403,0,54,72,78,34.6,18.2,51.78,No Cooking
04-09-2024,20:06:30,$,$,404,0,54,74,78,34.6,18.2,51.8,No Cooking
04-09-2024,20:06:35,$,$,404,0,54,76,80,34.6,18.2,52.99,No Cooking
04-09-2024,20:06:41,$,$,404,0,54,76,80,34.6,18.2,50.31,No Cooking
04-09-2024,20:06:47,$,$,404,0,53,76,80,34.6,18.2,51.6,No Cooking
04-09-2024,20:06:52,$,$,404,0,53,76,80,34.6,18.2,55.04,No Cooking
04-09-2024,20:06:58,$,$,404,0,53,75,80,34.5,18.2,53.16,No Cooking
04-09-2024,20:07:03,$,$,405,0,53,74,79,34.6,18.2,51.72,No Cooking
04-09-2024,20:07:09,$,$,405,0,53,74,79,34.5,18.2,56.14,No Cooking
04-09-2024,20:07:14,$,$,405,0,54,74,80,34.5,18.2,50.64,No Cooking
04-09-2024,20:07:20,$,$,406,0,54,74,80,34.6,18.2,53.35,No Cooking
04-09-2024,20:07:26,$,$,406,0,55,75,80,34.6,18.2,52.95,No Cooking
04-09-2024,20:07:31,$,$,406,0,56,76,81,34.5,18.2,50.34,No Cooking
04-09-2024,20:07:37,$,$,406,0,56,76,81,34.5,18.2,56.2,No Cooking
04-09-2024,20:07:42,$,$,406,0,56,76,82,34.5,18.2,54.03,No Cooking
04-09-2024,20:07:48,$,$,406,0,56,76,82,34.5,18.2,52.7,No Cooking
04-09-2024,20:07:54,$,$,406,0,57,77,82,34.5,18.2,51.85,No Cooking
04-09-2024,20:07:59,$,$,406,0,57,77,82,34.5,18.2,54,No Cooking
04-09-2024,20:08:05,$,$,407,0,56,76,80,34.5,18.2,53.54,No Cooking
04-09-2024,20:08:10,$,$,407,0,55,76,80,34.5,18.2,54.23,No Cooking
04-09-2024,20:08:16,$,$,407,0,56,78,82,34.5,18.2,52.56,No Cooking
04-09-2024,20:08:21,$,$,407,0,56,78,82,34.5,18.2,53.61,No Cooking
04-09-2024,20:08:27,$,$,407,0,55,78,81,34.6,18.2,50.21,No Cooking
04-09-2024,20:08:33,$,$,407,0,56,79,83,34.5,18.2,50.1,No Cooking
