CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB) [Mobile],Activity
416.25,0,48.99,72.05,81.64,33.6,17.75,65.68,Boiling
416.49,0,48.83,71.83,80.82,33.6,17.73,64.68,Boiling
417.73,0,48.7,71.3,81.14,33.6,17.78,64.71,Boiling
417.92,0,48.73,73.43,81.57,33.6,17.72,62.49,Boiling
416.23,0,49.26,71.6,81.75,33.6,17.78,61.42,Boiling
415.3,0,49.79,71.86,79.98,33.6,17.73,64.81,Boiling
415.38,0,48.97,73.46,81.03,33.6,17.78,61.12,Boiling
417.15,0,49.17,73.5,81.46,33.6,17.76,63.12,Boiling
415.06,0,49.81,72.69,81.62,33.6,17.76,66.34,Boiling
416.58,0,49.07,72.67,81.94,33.6,17.78,60.51,Boiling
415.21,0,49.07,73.68,79.94,33.6,17.8,66.84,Boiling
415.07,0,48.23,71.19,79.18,33.6,17.73,60.89,Boiling
415.09,0,48.09,71.01,79.6,33.6,17.76,65.46,Boiling
417.63,0,48.88,71.64,79.32,33.6,17.77,60.44,Boiling
417.48,0,48.62,71.8,79.81,33.6,17.77,67.15,Boiling
416.85,0,49.82,71.72,81.03,33.6,17.77,66.48,Boiling
417.43,0,48.83,72.31,80.37,33.6,17.75,61.09,Boiling
415.46,0,48.13,71.21,80.93,33.6,17.78,64.71,Boiling
417.74,0,49.47,71.12,80.98,33.6,17.75,60.54,Boiling
416.13,0,48.39,73.41,80.44,33.6,17.76,64.89,Boiling
415.21,0,48.73,72.47,81.71,33.6,17.77,67.56,Boiling
415.55,0,48.07,72.89,79.87,33.6,17.72,65.19,Boiling
415.19,0,48.99,71.94,79.7,33.6,17.72,63.5,Boiling
415.43,0,49.91,72.59,80.47,33.6,17.76,65.81,Boiling
417.12,0,49.88,71.36,80.84,33.6,17.74,63.6,Boiling
417.82,0,48.15,72.71,79.88,33.6,17.72,66.32,Boiling
415.33,0,48.14,71.25,80.09,33.6,17.72,63.37,Boiling
416.49,0,49.15,73.89,81.55,33.6,17.76,65.49,Boiling
416.52,0,48.55,72.9,79.87,33.6,17.79,66.93,Boiling
416.9,0,48.72,71.92,80.85,33.6,17.72,61.07,Boiling
415.33,0,48.26,71.25,79.84,33.6,17.77,67.76,Boiling
417.11,0,49.73,71.09,79.78,33.6,17.8,61.71,Boiling
415.34,0,48.75,73.84,81.96,33.6,17.74,61.25,Boiling
415.05,0,49.91,72.65,80.86,33.6,17.73,62.45,Boiling
416.15,0,48.23,71.59,81.15,33.6,17.73,62.01,Boiling
416.07,0,49.98,71.16,81.57,33.6,17.78,67.11,Boiling
417.45,0,49.95,73.34,81.68,33.6,17.78,62.99,Boiling
416.39,0,48.8,71.16,79.41,33.6,17.71,64.06,Boiling
415.16,0,48.61,73.71,81.15,33.6,17.77,65.79,Boiling
417.19,0,48.52,72.85,81.75,33.6,17.73,60.97,Boiling
416.79,0,48.67,73.52,80.66,33.6,17.75,64.1,Boiling
416.23,0,48.95,72.47,81.28,33.6,17.72,60.43,Boiling
416.84,0,49.15,71.9,80.61,33.6,17.76,60.35,Boiling
417.82,0,49.16,72.37,79.05,33.6,17.76,62.3,Boiling
415.65,0,48.38,71.52,81.3,33.6,17.73,62.77,Boiling
416.51,0,49.05,72.97,79.61,33.6,17.72,65.6,Boiling
415.98,0,49.57,72.84,79.64,33.6,17.79,66.67,Boiling
417.96,0,49.63,73.62,80.56,33.6,17.8,60.17,Boiling
415.98,0,48.16,71.02,81.49,33.6,17.75,65.59,Boiling
416.81,0,48.47,72.22,79.68,33.6,17.72,66.74,Boiling
416.31,0,48.09,73.94,81.57,33.6,17.73,65.29,Boiling
415.91,0,49.25,73.87,81.12,33.6,17.75,64.28,Boiling
416.56,0,48.12,72.15,79.19,33.6,17.75,61.62,Boiling
417,0,48.55,71.12,81.93,33.6,17.78,66.85,Boiling
415.53,0,48.03,71.63,79.54,33.6,17.7,61.25,Boiling
417.52,0,49.17,71.86,80.78,33.6,17.79,63.13,Boiling
415.14,0,49.06,72.23,79.88,33.6,17.79,67.63,Boiling
417.59,0,48.39,72.16,80.39,33.6,17.72,61.14,Boiling
417.71,0,49.31,71.68,81.58,33.6,17.75,67.9,Boiling
415.69,0,49.57,72.08,79.96,33.6,17.8,63.25,Boiling
416.77,0,49.6,72.6,79.09,33.6,17.73,60.01,Boiling
416.96,0,49.13,72.81,79.35,33.6,17.71,67.94,Boiling
416.56,0,49.96,73.23,80.19,33.6,17.71,62.6,Boiling
416.76,0,49.82,73.82,79.62,33.6,17.8,67.25,Boiling
415.46,0,49.48,73.42,80.61,33.6,17.77,60.76,Boiling
417.79,0,49.16,73.41,79.01,33.6,17.71,61.05,Boiling
417.7,0,49.11,72.08,81.21,33.6,17.7,63.69,Boiling
416.91,0,49.27,73.43,80.79,33.6,17.77,62.5,Boiling
417.92,0,48.35,71.79,80.97,33.6,17.79,63.63,Boiling
417.61,0,49.73,71.35,80.86,33.6,17.78,65.4,Boiling
416.96,0,48.06,73.89,81.46,33.6,17.74,59.8,Boiling
417.28,0,49.42,73.37,79.93,33.6,17.74,62.58,Boiling
416.18,0,49.05,73.76,81.7,33.6,17.73,67.65,Boiling
416,0,49.1,72.3,79.37,33.6,17.76,60.76,Boiling
415.44,0,48.54,72.33,79.04,33.6,17.73,61.44,Boiling
417.2,0,49.22,71.63,81.01,33.6,17.78,61.4,Boiling
415.37,0,49.25,73.93,81.34,33.6,17.74,65.7,Boiling
415.27,0,49.25,71.66,80.11,33.6,17.77,67.71,Boiling
415.07,0,49.16,71.38,79.54,33.6,17.79,64.96,Boiling
415.39,0,48.98,72.95,80.33,33.6,17.75,59.77,Boiling
417.01,0,49.44,72.64,79.58,33.6,17.71,64.81,Boiling
416.27,0,48.24,72.06,80.5,33.6,17.71,66.33,Boiling
417.77,0,49.47,73.07,80.68,33.6,17.71,67.68,Boiling
417.32,0,49.06,73.95,81.73,33.6,17.71,67.91,Boiling
417.19,0,48.05,71.62,81.73,33.6,17.74,66.5,Boiling
415.62,0,49.28,71.36,79.64,33.6,17.76,62.54,Boiling
416.99,0,48.42,73.77,81.98,33.6,17.8,59.95,Boiling
417.68,0,48.49,72.73,79.5,33.6,17.7,60.14,Boiling
416.87,0,49.59,73.49,80.48,33.6,17.78,62.84,Boiling
416.08,0,48.18,72.17,80.4,33.6,17.71,66.14,Boiling
415.83,0,48.02,73.72,80.23,33.6,17.71,64.29,Boiling
416.45,0,49.06,71.57,80.31,33.6,17.7,67.61,Boiling
416.75,0,49.67,73.49,80.22,33.6,17.79,61.93,Boiling
416.55,0,49.06,73.22,81.4,33.6,17.74,61.39,Boiling
415.28,0,48.88,72.62,80.75,33.6,17.76,60.47,Boiling
416.41,0,48.6,72.22,81.17,33.6,17.78,65.96,Boiling
417.69,0,48.14,72,81.54,33.6,17.79,66.35,Boiling
416.77,0,49.92,73.27,79.67,33.6,17.79,61.58,Boiling
416.29,0,49.34,72.64,80.76,33.6,17.79,66.55,Boiling
416.75,0,49.7,71.46,81.23,33.6,17.77,63.89,Boiling
415.5,0,49.51,73.83,80.98,33.6,17.8,61.01,Boiling
415.75,0,48.97,71.95,80.32,33.6,17.76,65.84,Boiling
415.08,0,48.93,73.06,80.86,33.6,17.74,59.32,Boiling
416.51,0,49.94,72.73,80.29,33.6,17.75,64.42,Boiling
415.18,0,48.45,73.73,81.48,33.6,17.71,65.16,Boiling
416.44,0,48.93,73.16,80.48,33.6,17.71,66.34,Boiling
416.48,0,48.24,72.1,81.49,33.6,17.73,61.06,Boiling
417.45,0,48.97,71.78,80.38,33.6,17.71,67.1,Boiling
417.67,0,48.29,73.2,80.3,33.6,17.74,66.4,Boiling
415.32,0,49.64,73.15,81.87,33.6,17.74,63.08,Boiling
416.71,0,49.41,71.59,81.57,33.6,17.72,65.11,Boiling
416.88,0,49.64,72.26,80.19,33.6,17.8,61.59,Boiling
417.45,0,49.99,73.27,80.32,33.6,17.72,64.46,Boiling
416.95,0,49.36,71.35,79.9,33.6,17.74,67.45,Boiling
417.1,0,48.94,71.73,79.21,33.6,17.73,63.18,Boiling
416.46,0,49,73.85,80.93,33.6,17.76,65.28,Boiling
415.81,0,49.41,73.41,80.39,33.6,17.72,67.45,Boiling
417.64,0,48.88,71.01,79.7,33.6,17.79,67.29,Boiling
417.96,0,48.68,73.57,81.14,33.6,17.74,65.6,Boiling
416.63,0,48.5,73.32,79.53,33.6,17.76,59.35,Boiling
416.85,0,49.4,72.13,79.69,33.6,17.72,63.01,Boiling
415.37,0,49.09,73.46,79.88,33.6,17.74,59.66,Boiling
416.56,0,49.49,72.42,79.6,33.6,17.78,63.71,Boiling
416.06,0,49.81,71.98,81.95,33.6,17.76,59.56,Boiling
417.98,0,49.05,71.24,80.79,33.6,17.77,67.79,Boiling
416.93,0,49.67,72.79,79.89,33.6,17.7,60.5,Boiling
417.76,0,48.11,72.25,81.23,33.6,17.77,63.97,Boiling
417.03,0,49.02,72.77,81.2,33.6,17.77,60.96,Boiling
417.81,0,49.29,72.81,81.53,33.6,17.72,64.69,Boiling
417.69,0,48.13,71.46,81.82,33.6,17.79,62.21,Boiling
416.12,0,49.37,72.73,81.62,33.6,17.73,64.27,Boiling
416.2,0,49.96,73.66,80.59,33.6,17.71,63.68,Boiling
416.92,0,48.2,73.45,80.41,33.6,17.7,61.42,Boiling
416.44,0,49.52,72.59,81.5,33.6,17.74,62.12,Boiling
417.16,0,49.07,71.37,79.01,33.6,17.74,65.76,Boiling
417.01,0,49.59,71.4,81.93,33.6,17.74,65.22,Boiling
416.05,0,48.39,73.18,81.42,33.6,17.73,64.88,Boiling
415.32,0,48.4,71.6,79.99,33.6,17.76,61.58,Boiling
416.87,0,49.06,73.77,80.93,33.6,17.75,67.74,Boiling
417.24,0,49.85,73.17,81.49,33.6,17.74,62.92,Boiling
415.53,0,49.98,73.59,80.14,33.6,17.73,62.73,Boiling
415.88,0,48.69,72.05,81.68,33.6,17.73,65.79,Boiling
415.93,0,49.91,71.15,81.91,33.6,17.78,67.29,Boiling
415.95,0,49.95,71.68,81.59,33.6,17.8,66.03,Boiling
417.4,0,49.4,72.75,80.72,33.6,17.77,63.35,Boiling
415.87,0,49.42,71.36,80.09,33.6,17.79,61.06,Boiling
417.01,0,49.75,71.36,81.81,33.6,17.78,64.12,Boiling
416.55,0,49.35,71.35,81.03,33.6,17.79,62.32,Boiling
415.34,0,49,71.43,81.59,33.6,17.79,65.54,Boiling
417.79,0,48.5,72.83,80.44,33.6,17.75,62.84,Boiling
417.14,0,49.7,71.51,80.9,33.6,17.73,67.83,Boiling
416.68,0,48.21,73.11,81.61,33.6,17.79,63.53,Boiling
417.75,0,49.13,72.47,81.28,33.6,17.77,67.43,Boiling
416.09,0,48.29,73.24,79.37,33.6,17.79,64.04,Boiling
417.71,0,48.66,72.74,79.32,33.6,17.73,59.77,Boiling
416.21,0,49.14,72.24,80.05,33.6,17.79,64.2,Boiling
417.02,0,48.48,71.27,81,33.6,17.78,64.59,Boiling
417.39,0,49.95,71.5,80.96,33.6,17.75,62.66,Boiling
415.07,0,49.81,72.38,80.46,33.6,17.71,62.2,Boiling
416.35,0,48.63,72.43,80.34,33.6,17.72,64.8,Boiling
416.26,0,49.4,73.79,81.07,33.6,17.74,59.95,Boiling
416.98,0,48.08,73.12,81.87,33.6,17.72,64.26,Boiling
416.87,0,49.42,72.17,79.95,33.6,17.78,66.05,Boiling
416.43,0,49.03,72.57,81.22,33.6,17.77,60.63,Boiling
415.35,0,48.45,71.32,80.78,33.6,17.73,67.78,Boiling
416.8,0,48.84,71.23,81.08,33.6,17.72,65.27,Boiling
417.75,0,49.08,72.69,79.89,33.6,17.71,60.84,Boiling
415.72,0,49.47,72.08,80.05,33.6,17.72,61.7,Boiling
416.26,0,49.43,73.96,81.37,33.6,17.74,67.22,Boiling
416.23,0,48.74,71.43,81.37,33.6,17.78,61.36,Boiling
417.93,0,48.52,72.04,81.43,33.6,17.73,66.33,Boiling
416.73,0,49.98,71.11,79.4,33.6,17.78,60.28,Boiling
415.7,0,48.51,73.39,80.21,33.6,17.78,65.58,Boiling
417.23,0,49.74,71.94,79.13,33.6,17.74,62.37,Boiling
416.47,0,49.88,73.81,81.84,33.6,17.79,63.11,Boiling
417.02,0,48.92,72.57,80.96,33.6,17.78,60.11,Boiling
415.91,0,49.13,71.86,81.28,33.6,17.74,61.02,Boiling
416.15,0,49.64,71.28,80.01,33.6,17.73,65.1,Boiling
416.04,0,49.99,72.02,80.59,33.6,17.73,65.56,Boiling
417.76,0,49.89,73.23,80.02,33.6,17.76,60.79,Boiling
415.55,0,49.2,71.29,81.98,33.6,17.78,67.61,Boiling
417.13,0,48.04,73.25,80.46,33.6,17.71,60.08,Boiling
417.22,0,49.91,73.89,79.57,33.6,17.72,63.71,Boiling
417.35,0,49.66,71.18,80.72,33.6,17.72,62.27,Boiling
415.54,0,49.01,72.12,81.17,33.6,17.72,65.32,Boiling
416.75,0,48.78,72.99,80.57,33.6,17.73,63.71,Boiling
417.8,0,49.04,71.76,80.07,33.6,17.76,60.16,Boiling
416.96,0,48.35,73.04,79.3,33.6,17.72,66.21,Boiling
415.06,0,48.63,71.47,80.52,33.6,17.75,66.32,Boiling
415.71,0,48.01,71.32,80.07,33.6,17.74,61.21,Boiling
415.63,0,48.99,71.87,79.8,33.6,17.76,67.38,Boiling
415.28,0,49.99,71.98,79.44,33.6,17.71,63.9,Boiling
415.96,0,49.67,72.58,79.98,33.6,17.74,64.66,Boiling
417.93,0,49.96,72.97,79.06,33.6,17.76,63.49,Boiling
417,0,48.15,71.86,80.13,33.6,17.75,59.57,Boiling
415.08,0,48.41,72.99,80.95,33.6,17.72,61.04,Boiling
415.11,0,49.29,72.19,81.65,33.6,17.79,65.41,Boiling
416.96,0,49.07,71.5,80.89,33.6,17.74,63.4,Boiling
415.21,0,49.65,72.74,81.74,33.6,17.71,60.68,Boiling
415.68,0,48.89,73.5,80.17,33.6,17.76,61.59,Boiling
416.37,0,49.86,73.15,79.05,33.6,17.79,62.46,Boiling
417.98,0,49.1,71.11,79.01,33.6,17.72,60.26,Boiling
416.63,0,49.72,71.1,80.37,33.6,17.79,63.79,Boiling
417.64,0,49.91,72.07,80.07,33.6,17.78,64.29,Boiling
416.19,0,48.44,73.31,80.96,33.6,17.73,60.35,Boiling
415.52,0,49.13,72.06,80.65,33.6,17.79,66.35,Boiling
417.79,0,49.15,71.87,79.84,33.6,17.78,62.35,Boiling
415.5,0,49.26,72.7,81.96,33.6,17.78,67.66,Boiling
417.4,0,49.65,72.23,81.19,33.6,17.74,59.36,Boiling
417.95,0,48.04,72.91,80.63,33.6,17.76,67.13,Boiling
416.24,0,49.51,71.47,80.99,33.6,17.78,65.34,Boiling
416.58,0,48.27,71.41,81.99,33.6,17.8,61.22,Boiling
417.89,0,48.34,72.55,80.32,33.6,17.74,59.59,Boiling
415.27,0,48.05,72.52,79.64,33.6,17.75,61.02,Boiling
415.53,0,48.79,71.03,79.05,33.6,17.78,64.93,Boiling
416.71,0,49.45,72.63,79.8,33.6,17.78,63.24,Boiling
417.16,0,49.89,71.35,79.59,33.6,17.79,65.53,Boiling
417,0,49,73,81,33.6,17.7,62.48,Boiling
417,0,48,72,80,33.6,17.7,59.31,Boiling
416,0,49,72,80,33.6,17.8,63.24,Boiling
415,0,49,71,79,33.6,17.7,67.62,Boiling
415,0,48,71,79,33.6,17.8,58.83,Boiling
415,0,48,70,78,33.6,17.8,58.83,Boiling
415,0,48,70,78,33.6,17.8,67.9,Boiling
414,0,48,70,78,33.6,17.7,63.84,Boiling
413,0,48,70,78,33.6,17.7,57.65,Boiling
412,0,48,71,77,33.6,17.7,62.71,Boiling
412,0,49,72,78,33.6,17.8,57.68,Boiling
412,0,48,71,77,33.6,17.8,57.67,Boiling
411,0,47,71,76,33.6,17.8,61.21,Boiling
411,0,47,71,76,33.6,17.7,50.43,Boiling
411,0,47,70,76,33.6,17.7,51.38,Boiling
410,0,47,70,76,33.6,17.8,57.19,Boiling
410,0,47,70,76,33.6,17.8,54.94,Boiling
410,0,47,70,76,33.6,17.7,61.57,Boiling
411,0,47,70,76,33.6,17.8,55.46,Boiling
411,0,47,70,75,33.6,17.8,52.94,Boiling
411,0,47,70,75,33.6,17.8,67.33,Boiling
411,0,48,70,75,33.6,17.8,58.87,Boiling
412,0,48,70,75,33.6,17.8,60.34,Boiling
414,0,48,70,74,33.7,17.8,52.88,Boiling
415,0,48,70,74,33.7,17.8,57.28,Boiling
417,0,48,70,74,33.7,17.8,60.55,Boiling
419,0,48,70,74,33.7,17.8,54.25,Boiling
423,0,49,71,75,33.7,17.8,61.88,Boiling
427,0,49,71,75,33.7,17.8,57,Boiling
434,0,48,70,73,33.7,17.8,58.54,Boiling
440,0,49,70,73,33.7,17.8,56.99,Boiling
446,0,50,71,73,33.7,17.9,69.26,Boiling
452,0,49,69,72,33.7,17.9,59.93,Boiling
462,0,50,70,73,33.7,17.8,54.71,Boiling
470,0,49,69,72,33.7,17.9,64.11,Boiling
481,0,50,70,73,33.7,17.8,53.9,Boiling
492,0,50,70,74,33.7,17.9,61.04,Boiling
501,0,50,70,74,33.7,17.9,50.2,Boiling
509,0,50,70,74,33.8,17.9,53.36,Boiling
520,0,50,71,75,33.8,17.9,60.98,Boiling
527,0,50,71,75,33.8,17.9,63.69,Boiling
536,0,50,71,76,33.8,17.9,60.86,Boiling
542,0,50,71,76,33.8,17.9,59.42,Boiling
549,0,50,72,78,33.8,17.9,58.49,Boiling
556,0,50,73,79,33.8,17.9,52.61,Boiling
571,0,51,73,80,33.9,17.9,56.4,Boiling
583,0,51,74,80,33.9,17.9,57.7,Boiling
594,0,52,74,81,33.9,17.9,65.29,Boiling
602,0,52,75,82,33.9,17.9,61.72,Boiling
611,0,52,75,82,33.9,17.9,51.18,Boiling
618,0,52,76,83,33.9,17.9,61.62,Boiling
631,0,53,77,84,33.9,17.9,58.07,Boiling
638,0,53,77,84,33.9,17.9,56.62,Boiling
646,0,52,76,83,33.9,17.9,63.06,Boiling
651,1,53,77,84,33.9,17.9,65.15,Boiling
658,1,52,76,82,33.9,17.9,64.66,Boiling
664,2,53,76,82,33.9,17.9,55.8,Boiling
671,4,53,75,81,34,17.9,58.45,Boiling
679,10,53,75,81,34,17.9,61.66,Boiling
688,14,54,75,81,34,18,64.88,Boiling
695,19,54,75,81,34,18,57.6,Boiling
702,23,54,75,81,34,18,59.07,Boiling
711,17,55,77,82,34,18,54.47,Boiling
720,27,55,77,83,34,18,54.02,Boiling
727,30,54,76,82,34,18,64.06,Boiling
734,25,54,77,83,34.1,18,66.78,Boiling
743,24,54,77,83,34.1,18,59.64,Boiling
749,25,55,77,83,34.1,18.1,65.02,Boiling
756,18,55,77,83,34.1,18,61.81,Boiling
762,13,55,77,83,34.1,18.1,56.77,Boiling
769,13,54,77,83,34.1,18.1,61.81,Boiling
773,11,54,77,83,34.1,18,67.69,Boiling
774,14,54,76,83,34.1,18.1,59.82,Boiling
423,0,63,94,103,33.2,17.6,65.9,Frying and Boiling
428,0,64,94,103,33.2,17.6,68.9,Frying and Boiling
433,0,64,94,103,33.2,17.6,64.1,Frying and Boiling
439,0,64,94,103,33.2,17.6,64.1,Frying and Boiling
443,0,64,94,103,33.2,17.6,63.8,Frying and Boiling
448,0,64,94,104,33.2,17.6,62.4,Frying and Boiling
452,0,64,94,104,33.3,17.6,62.4,Frying and Boiling
458,0,65,94,104,33.3,17.6,63.3,Frying and Boiling
463,0,65,94,104,33.3,17.6,62.7,Frying and Boiling
467,0,66,95,104,33.3,17.6,63,Frying and Boiling
471,0,65,95,104,33.3,17.6,63,Frying and Boiling
473,0,66,96,104,33.2,17.6,63.8,Frying and Boiling
476,0,66,96,104,33.3,17.6,68.2,Frying and Boiling
478,0,66,97,105,33.3,17.6,66.5,Frying and Boiling
481,0,67,97,106,33.3,17.6,62.7,Frying and Boiling
483,0,68,98,107,33.3,17.7,63.3,Frying and Boiling
487,22,69,99,108,33.4,17.7,62.4,Frying and Boiling
491,59,70,101,111,33.4,17.7,63,Frying and Boiling
496,94,71,104,115,33.4,17.7,61.8,Frying and Boiling
501,139,75,106,120,33.4,17.7,63,Frying and Boiling
507,240,90,134,145,33.4,17.7,62.7,Frying and Boiling
513,478,106,164,178,33.5,17.7,71.4,Frying and Boiling
518,585,139,206,223,33.4,17.7,70.3,Frying and Boiling
523,659,159,231,249,33.5,17.7,66.1,Frying and Boiling
529,647,167,239,258,33.5,17.7,63.6,Frying and Boiling
535,656,173,247,266,33.5,17.7,65,Frying and Boiling
542,679,177,251,271,33.5,17.7,62.1,Frying and Boiling
549,670,180,255,275,33.5,17.7,64.6,Frying and Boiling
557,673,182,256,278,33.5,17.7,63,Frying and Boiling
565,662,182,256,278,33.6,17.7,62.7,Frying and Boiling
571,633,182,257,278,33.6,17.7,72.4,Frying and Boiling
576,616,182,256,277,33.6,17.7,75.5,Frying and Boiling
581,623,180,255,275,33.6,17.7,63,Frying and Boiling
586,598,179,254,273,33.6,17.8,63.3,Frying and Boiling
590,579,178,252,271,33.6,17.8,63.3,Frying and Boiling
596,557,176,250,269,33.7,17.8,63.6,Frying and Boiling
600,520,174,249,267,33.7,17.8,63.3,Frying and Boiling
605,493,173,245,263,33.7,17.8,63,Frying and Boiling
609,459,170,242,259,33.7,17.8,63,Frying and Boiling
614,432,168,240,256,33.7,17.8,72.8,Frying and Boiling
618,396,167,238,254,33.7,17.8,71.9,Frying and Boiling
622,382,163,234,249,33.7,17.8,63,Frying and Boiling
624,366,162,232,246,33.7,17.9,66.8,Frying and Boiling
627,350,159,229,242,33.7,17.9,63,Frying and Boiling
629,343,157,225,239,33.7,17.9,63,Frying and Boiling
631,324,154,221,236,33.7,17.9,63.3,Frying and Boiling
633,336,150,218,232,33.8,17.9,62.7,Frying and Boiling
634,306,148,215,229,33.8,17.9,63.3,Frying and Boiling
636,277,147,213,227,33.8,17.9,74.3,Frying and Boiling
636,281,144,208,222,33.8,17.8,73.8,Frying and Boiling
637,265,142,205,218,33.7,17.9,73.8,Frying and Boiling
637,247,140,202,215,33.8,17.9,63.3,Frying and Boiling
637,242,136,200,210,33.7,17.9,63.8,Frying and Boiling
637,230,135,199,208,33.7,17.9,61.8,Frying and Boiling
636,218,133,197,205,33.7,17.9,63,Frying and Boiling
634,213,130,194,202,33.8,17.9,71.3,Frying and Boiling
629,200,128,189,200,33.8,17.9,63.3,Frying and Boiling
625,192,126,186,198,33.8,17.9,76.1,Frying and Boiling
619,180,124,183,196,33.8,17.9,76.8,Frying and Boiling
615,183,122,182,195,33.8,17.9,63.3,Frying and Boiling
611,175,120,178,191,33.8,17.9,63,Frying and Boiling
607,168,119,177,190,33.8,17.9,66.8,Frying and Boiling
602,156,117,175,189,33.8,17.9,63.8,Frying and Boiling
599,153,115,173,187,33.8,17.9,62.7,Frying and Boiling
596,143,114,171,185,33.8,17.9,62.4,Frying and Boiling
592,144,112,169,184,33.8,17.9,63.6,Frying and Boiling
589,130,110,168,183,33.8,17.9,78.9,Frying and Boiling
587,125,109,166,181,33.8,17.9,67,Frying and Boiling
584,125,107,165,180,33.8,17.9,66.6,Frying and Boiling
582,113,107,164,179,33.8,17.9,74.1,Frying and Boiling
580,97,106,162,178,33.8,17.9,62.7,Frying and Boiling
578,84,105,161,176,33.8,17.9,62.1,Frying and Boiling
576,90,105,160,175,33.8,17.9,62.1,Frying and Boiling
573,86,104,158,173,33.8,17.9,62.7,Frying and Boiling
571,78,103,155,171,33.8,17.9,63.3,Frying and Boiling
567,70,102,153,169,33.8,17.9,82.5,Frying and Boiling
565,63,101,150,166,33.8,17.9,63.3,Frying and Boiling
561,47,102,149,165,33.8,17.9,62.4,Frying and Boiling
558,52,100,148,164,33.7,17.9,62.1,Frying and Boiling
555,38,99,146,162,33.8,17.9,65.9,Frying and Boiling
553,54,98,144,162,33.8,17.9,69.7,Frying and Boiling
549,54,97,143,160,33.8,17.9,62.7,Frying and Boiling
546,43,96,140,158,33.8,17.9,62.7,Frying and Boiling
543,40,95,139,157,33.8,17.9,64.1,Frying and Boiling
540,31,94,137,155,33.8,17.9,63.6,Frying and Boiling
537,27,93,135,154,33.8,17.9,64.8,Frying and Boiling
536,18,93,135,154,33.8,17.9,62.7,Frying and Boiling
535,10,92,134,153,33.8,17.9,63.3,Frying and Boiling
534,6,91,132,153,33.8,17.9,71.5,Frying and Boiling
533,15,89,130,153,33.8,17.9,69.9,Frying and Boiling
532,23,88,129,152,33.8,17.9,63.3,Frying and Boiling
531,59,87,129,152,33.8,17.9,66.5,Frying and Boiling
530,65,87,128,151,33.8,17.9,63,Frying and Boiling
530,59,86,128,149,33.8,17.9,63,Frying and Boiling
529,70,85,127,148,33.8,17.9,63.6,Frying and Boiling
528,66,84,126,146,33.8,17.9,63.6,Frying and Boiling
529,73,83,124,144,33.8,17.9,63,Frying and Boiling
529,83,83,123,143,33.8,17.9,76.5,Frying and Boiling
529,74,81,122,143,33.8,17.9,74.9,Frying and Boiling
529,63,80,120,141,33.8,17.9,75.1,Frying and Boiling
529,67,80,120,140,33.9,17.9,62.7,Frying and Boiling
530,68,77,118,137,33.8,17.9,62.4,Frying and Boiling
532,57,77,118,136,33.8,17.9,63.8,Frying and Boiling
533,47,76,117,134,33.8,17.9,73.5,Frying and Boiling
536,38,76,116,133,33.8,17.9,62.4,Frying and Boiling
539,33,76,115,132,33.9,17.9,63,Frying and Boiling
544,27,77,116,132,33.9,17.9,83.4,Frying and Boiling
548,26,75,114,130,33.9,17.9,62.4,Frying and Boiling
554,15,75,112,129,33.9,17.9,63,Frying and Boiling
559,12,74,111,128,33.9,17.9,63,Frying and Boiling
563,5,74,111,128,33.9,17.9,71.5,Frying and Boiling
568,0,73,110,127,33.9,17.9,64.6,Frying and Boiling
574,7,72,110,126,34,17.9,63.3,Frying and Boiling
580,1,72,110,126,34,18,62.4,Frying and Boiling
587,0,71,109,125,34,17.9,62.7,Frying and Boiling
594,0,71,108,125,34,18,79.2,Frying and Boiling
599,0,71,108,126,34,18,63.8,Frying and Boiling
603,1,71,108,125,34,18,63,Frying and Boiling
607,0,71,108,125,34.1,18,63.3,Frying and Boiling
611,0,71,109,125,34,18,73.5,Frying and Boiling
615,2,71,109,125,34.1,18,73.8,Frying and Boiling
619,6,71,110,125,34.1,18,70.8,Frying and Boiling
623,6,72,111,126,34.1,18.1,64.1,Frying and Boiling
628,11,73,112,127,34.1,18.1,64.8,Frying and Boiling
632,2,73,113,128,34.1,18.1,62.1,Frying and Boiling
639,0,74,113,129,34.1,18.1,63,Frying and Boiling
645,7,75,114,129,34.2,18.1,63,Frying and Boiling
652,10,77,115,129,34.2,18.1,65.2,Frying and Boiling
656,0,78,115,130,34.2,18.1,80.2,Frying and Boiling
659,4,79,115,131,34.2,18.1,63,Frying and Boiling
662,10,80,117,132,34.2,18.1,63.3,Frying and Boiling
666,10,82,120,135,34.2,18.1,62.4,Frying and Boiling
668,10,84,123,137,34.2,18.1,67.4,Frying and Boiling
672,17,84,125,139,34.3,18.1,62.1,Frying and Boiling
675,8,87,129,142,34.2,18.1,65.5,Frying and Boiling
678,6,87,129,143,34.3,18.1,63,Frying and Boiling
680,0,89,131,144,34.3,18.1,62.7,Frying and Boiling
684,7,90,133,146,34.3,18.1,63.3,Frying and Boiling
688,0,90,134,147,34.3,18.2,61.8,Frying and Boiling
695,0,90,134,147,34.4,18.2,62.7,Frying and Boiling
701,0,90,134,148,34.4,18.2,63,Frying and Boiling
709,0,89,134,149,34.4,18.2,68.8,Frying and Boiling
716,0,89,134,149,34.4,18.2,70.5,Frying and Boiling
722,0,88,134,149,34.4,18.2,66.3,Frying and Boiling
